oid,oid_description,category
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.67", "ltmClientSslStatEcdhEcdsaKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.68", "ltmClientSslStatDheDssKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.69", "ltmClientSslStatAesGcmBulk",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.62", "ltmClientSslStatEcdheRsaKeyxchg",
"1.3.6.1.4.1.3375.2.1.14.4.2.1.1", "sysCmFailoverStatusDetailsIndex",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.63", "ltmClientSslStatConns",
"1.3.6.1.4.1.3375.2.1.14.4.2.1.2", "sysCmFailoverStatusDetailsDetails",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.64", "ltmClientSslStatCachedCerts",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.65", "ltmClientSslStatEcdhRsaKeyxchg",
"1.3.6.1.2.1.104.1.1.1", "sctpCurrEstab",
"1.3.6.1.2.1.104.1.1.2", "sctpActiveEstabs",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.60", "ltmClientSslStatReused",
"1.3.6.1.2.1.104.1.1.3", "sctpPassiveEstabs",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.61", "ltmClientSslStatReuseFailed",
"1.3.6.1.2.1.104.1.1.4", "sctpAborteds",
"1.3.6.1.2.1.104.1.1.5", "sctpShutdowns",
"1.3.6.1.2.1.104.1.1.6", "sctpOutOfBlues",
"1.3.6.1.2.1.104.1.1.7", "sctpChecksumErrors",
"1.3.6.1.2.1.104.1.1.8", "sctpOutCtrlChunks",
"1.3.6.1.2.1.104.1.1.9", "sctpOutOrderChunks",
"1.3.6.1.4.1.3375.2.2.6.7.5.2", "ltmCompContTypeExclTable",
"1.3.6.1.4.1.3375.2.2.6.7.5.1", "ltmCompContTypeExclNumber",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.59", "ltmClientSslStatDtlsv1",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.55", "ltmClientSslStatInsecureRenegotiationRejects",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.56", "ltmClientSslStatSniRejects",
"1.3.6.1.4.1.3375.2.2.6.19.1.2.1.1", "ltmUserStatProfileName",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.57", "ltmClientSslStatTlsv11",
"1.3.6.1.4.1.3375.2.2.6.19.1.2.1.2", "ltmUserStatProfileConfigSource",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.58", "ltmClientSslStatTlsv12",
"1.3.6.1.4.1.3375.2.2.6.19.1.2.1.3", "ltmUserStatProfileDefaultName",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.51", "ltmClientSslStatEdhRsaKeyxchg",
"1.3.6.1.4.1.3375.2.1.1.2.30.3", "sysDnsServerStatXfrResponses",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.52", "ltmClientSslStatSecureHandshakes",
"1.3.6.1.4.1.3375.2.1.1.2.30.4", "sysDnsServerStatXfrNotifies",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.53", "ltmClientSslStatInsecureHandshakeAccepts",
"1.3.6.1.4.1.3375.2.1.1.2.30.5", "sysDnsServerStatXfrNotifyFailed",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.54", "ltmClientSslStatInsecureHandshakeRejects",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.50", "ltmClientSslStatNotssl",
"1.3.6.1.4.1.3375.2.1.1.2.22.26", "sysHttpCompressionStatOtherPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.13", "ipv6IfIcmpInNeighborAdvertisements",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.30", "ltmSpdyProfileStatSynStreamFramesReceived",
"1.3.6.1.2.1.56.1.1.1.14", "ipv6IfIcmpInRedirects",
"1.3.6.1.2.1.56.1.1.1.15", "ipv6IfIcmpInGroupMembQueries",
"1.3.6.1.2.1.56.1.1.1.16", "ipv6IfIcmpInGroupMembResponses",
"1.3.6.1.4.1.3375.2.1.1.2.22.22", "sysHttpCompressionStatVideoPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.17", "ipv6IfIcmpInGroupMembReductions",
"1.3.6.1.4.1.3375.2.1.1.2.22.23", "sysHttpCompressionStatAudioPrecompressBytes",
"1.3.6.1.2.1.56.1.1.1.18", "ipv6IfIcmpOutMsgs",
"1.3.6.1.4.1.3375.2.1.1.2.22.24", "sysHttpCompressionStatAudioPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.19", "ipv6IfIcmpOutErrors",
"1.3.6.1.4.1.3375.2.1.1.2.22.25", "sysHttpCompressionStatOtherPrecompressBytes",
"1.3.6.1.4.1.3375.2.1.1.2.10.40", "sysServersslStatRsaKeyxchg",
"1.3.6.1.4.1.3375.2.1.1.2.10.42", "sysServersslStatAesBulk",
"1.3.6.1.4.1.3375.2.1.1.2.10.41", "sysServersslStatNullBulk",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.48", "ltmClientSslStatMd5Digest",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.49", "ltmClientSslStatShaDigest",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.44", "ltmClientSslStatIdeaBulk",
"1.3.6.1.4.1.3375.2.1.1.2.10.48", "sysServersslStatMd5Digest",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.45", "ltmClientSslStatRc2Bulk",
"1.3.6.1.4.1.3375.2.1.1.2.10.47", "sysServersslStatNullDigest",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.46", "ltmClientSslStatRc4Bulk",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.47", "ltmClientSslStatNullDigest",
"1.3.6.1.4.1.3375.2.1.1.2.10.49", "sysServersslStatShaDigest",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.40", "ltmClientSslStatRsaKeyxchg",
"1.3.6.1.4.1.3375.2.1.1.2.10.44", "sysServersslStatIdeaBulk",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.41", "ltmClientSslStatNullBulk",
"1.3.6.1.4.1.3375.2.1.1.2.10.43", "sysServersslStatDesBulk",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.42", "ltmClientSslStatAesBulk",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.28", "ltmSpdyProfileStatSynReplyFramesReceived",
"1.3.6.1.4.1.3375.2.1.1.2.10.46", "sysServersslStatRc4Bulk",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.43", "ltmClientSslStatDesBulk",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.29", "ltmSpdyProfileStatSynReplyFramesSent",
"1.3.6.1.4.1.3375.2.1.1.2.10.45", "sysServersslStatRc2Bulk",
"1.3.6.1.4.1.3375.2.3.2.3.2.1.2", "gtmAppContStatType",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.26", "ltmSpdyProfileStatSpdyResponseBytes",
"1.3.6.1.4.1.3375.2.3.2.3.2.1.1", "gtmAppContStatAppName",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.27", "ltmSpdyProfileStatSpdyResponseFrames",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.24", "ltmSpdyProfileStatSpdyRequestBytes",
"1.3.6.1.4.1.3375.2.1.1.2.22.20", "sysHttpCompressionStatImagePostcompressBytes",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.25", "ltmSpdyProfileStatSpdyRequestFrames",
"1.3.6.1.4.1.3375.2.1.1.2.22.21", "sysHttpCompressionStatVideoPrecompressBytes",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.22", "ltmSpdyProfileStatSettingsFramesReceived",
"1.3.6.1.2.1.56.1.1.1.20", "ipv6IfIcmpOutDestUnreachs",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.23", "ltmSpdyProfileStatSettingsFramesSent",
"1.3.6.1.2.1.56.1.1.1.21", "ipv6IfIcmpOutAdminProhibs",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.20", "ltmSpdyProfileStatRstStreamFramesReceived",
"1.3.6.1.2.1.56.1.1.1.22", "ipv6IfIcmpOutTimeExcds",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.21", "ltmSpdyProfileStatRstStreamFramesSent",
"1.3.6.1.2.1.56.1.1.1.23", "ipv6IfIcmpOutParmProblems",
"1.3.6.1.4.1.3375.2.1.1.2.22.15", "sysHttpCompressionStatPlainPrecompressBytes",
"1.3.6.1.2.1.56.1.1.1.24", "ipv6IfIcmpOutPktTooBigs",
"1.3.6.1.4.1.3375.2.1.1.2.22.16", "sysHttpCompressionStatPlainPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.25", "ipv6IfIcmpOutEchos",
"1.3.6.1.4.1.3375.2.1.1.2.22.17", "sysHttpCompressionStatOctetPrecompressBytes",
"1.3.6.1.2.1.56.1.1.1.26", "ipv6IfIcmpOutEchoReplies",
"1.3.6.1.4.1.3375.2.1.1.2.22.18", "sysHttpCompressionStatOctetPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.27", "ipv6IfIcmpOutRouterSolicits",
"1.3.6.1.4.1.3375.2.1.1.2.22.11", "sysHttpCompressionStatXmlPrecompressBytes",
"1.3.6.1.2.1.56.1.1.1.28", "ipv6IfIcmpOutRouterAdvertisements",
"1.3.6.1.4.1.3375.2.1.1.2.22.12", "sysHttpCompressionStatXmlPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.29", "ipv6IfIcmpOutNeighborSolicits",
"1.3.6.1.4.1.3375.2.1.1.2.22.13", "sysHttpCompressionStatSgmlPrecompressBytes",
"1.3.6.1.4.1.3375.2.1.1.2.22.14", "sysHttpCompressionStatSgmlPostcompressBytes",
"1.3.6.1.4.1.3375.2.1.1.2.10.31", "sysServersslStatFatalAlerts",
"1.3.6.1.4.1.3375.2.1.1.2.10.30", "sysServersslStatBadRecords",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.37", "ltmClientSslStatDhRsaKeyxchg",
"1.3.6.1.4.1.3375.2.1.1.2.22.19", "sysHttpCompressionStatImagePrecompressBytes",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.38", "ltmClientSslStatDssKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.39", "ltmClientSslStatEdhDssKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.33", "ltmClientSslStatSslv3",
"1.3.6.1.4.1.3375.2.1.1.2.10.37", "sysServersslStatDhRsaKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.34", "ltmClientSslStatTlsv1",
"1.3.6.1.4.1.3375.2.1.1.2.10.36", "sysServersslStatDhDssKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.35", "ltmClientSslStatAdhKeyxchg",
"1.3.6.1.4.1.3375.2.1.1.2.10.39", "sysServersslStatEdhDssKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.36", "ltmClientSslStatDhDssKeyxchg",
"1.3.6.1.4.1.3375.2.1.1.2.10.38", "sysServersslStatDssKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.19", "ltmSpdyProfileStatPingFramesSent",
"1.3.6.1.4.1.3375.2.1.1.2.10.33", "sysServersslStatSslv3",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.30", "ltmClientSslStatBadRecords",
"1.3.6.1.4.1.3375.2.1.1.2.10.32", "sysServersslStatSslv2",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.31", "ltmClientSslStatFatalAlerts",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.17", "ltmSpdyProfileStatNoopFramesSent",
"1.3.6.1.4.1.3375.2.1.1.2.10.35", "sysServersslStatAdhKeyxchg",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.32", "ltmClientSslStatSslv2",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.18", "ltmSpdyProfileStatPingFramesReceived",
"1.3.6.1.4.1.3375.2.1.1.2.10.34", "sysServersslStatTlsv1",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.15", "ltmSpdyProfileStatHttpResponseBytes",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.16", "ltmSpdyProfileStatNoopFramesReceived",
"1.3.6.1.2.1.16.9.1.1", "eventEntry",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.13", "ltmSpdyProfileStatHeadersFramesSent",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.14", "ltmSpdyProfileStatHttpRequestBytes",
"1.3.6.1.4.1.3375.2.2.6.30.2.2.1", "ltmLsnLogProfileStartOutboundElementsEntry",
"1.3.6.1.4.1.3375.2.1.1.2.22.10", "sysHttpCompressionStatJsPostcompressBytes",
"1.3.6.1.2.1.56.1.1.1.30", "ipv6IfIcmpOutNeighborAdvertisements",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.11", "ltmSpdyProfileStatGoawayFramesSent",
"1.3.6.1.2.1.56.1.1.1.31", "ipv6IfIcmpOutRedirects",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.12", "ltmSpdyProfileStatHeadersFramesReceived",
"1.3.6.1.2.1.56.1.1.1.32", "ipv6IfIcmpOutGroupMembQueries",
"1.3.6.1.2.1.56.1.1.1.33", "ipv6IfIcmpOutGroupMembResponses",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.10", "ltmSpdyProfileStatGoawayFramesReceived",
"1.3.6.1.2.1.56.1.1.1.34", "ipv6IfIcmpOutGroupMembReductions",
"1.3.6.1.4.1.3375.2.1.7.8.2", "sysDiskBayTable",
"1.3.6.1.4.1.3375.2.1.1.2.10.20", "sysServersslStatMidstreamRenegotiations",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.26", "ltmClientSslStatPeercertValid",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.27", "ltmClientSslStatPeercertInvalid",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.28", "ltmClientSslStatPeercertNone",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.29", "ltmClientSslStatHandshakeFailures",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.22", "ltmClientSslStatSessCacheHits",
"1.3.6.1.4.1.3375.2.1.1.2.10.26", "sysServersslStatPeercertValid",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.23", "ltmClientSslStatSessCacheLookups",
"1.3.6.1.4.1.3375.2.1.1.2.10.25", "sysServersslStatSessCacheInvalidations",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.24", "ltmClientSslStatSessCacheOverflows",
"1.3.6.1.4.1.3375.2.1.1.2.10.28", "sysServersslStatPeercertNone",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.25", "ltmClientSslStatSessCacheInvalidations",
"1.3.6.1.4.1.3375.2.1.1.2.10.27", "sysServersslStatPeercertInvalid",
"1.3.6.1.4.1.3375.2.1.1.2.10.22", "sysServersslStatSessCacheHits",
"1.3.6.1.4.1.3375.2.1.1.2.10.21", "sysServersslStatSessCacheCurEntries",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.20", "ltmClientSslStatMidstreamRenegotiations",
"1.3.6.1.4.1.3375.2.1.1.2.10.24", "sysServersslStatSessCacheOverflows",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.21", "ltmClientSslStatSessCacheCurEntries",
"1.3.6.1.4.1.3375.2.1.1.2.10.23", "sysServersslStatSessCacheLookups",
"1.3.6.1.4.1.3375.2.1.1.2.10.29", "sysServersslStatHandshakeFailures",
"1.3.6.1.4.1.3375.2.2.6.25.1.2.1.13", "ltmSpdyProfileCompressionLevel",
"1.3.6.1.4.1.3375.2.2.6.25.1.2.1.12", "ltmSpdyProfileWriteSize",
"1.3.6.1.4.1.3375.2.2.6.25.1.2.1.11", "ltmSpdyProfileFrameSize",
"1.3.6.1.4.1.3375.2.2.6.25.1.2.1.10", "ltmSpdyProfileReceiveWindow",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.19", "ltmClientSslStatPrematureDisconnects",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.15", "ltmClientSslStatRecordsOut",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.16", "ltmClientSslStatFullyHwAcceleratedConns",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.17", "ltmClientSslStatPartiallyHwAcceleratedConns",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.18", "ltmClientSslStatNonHwAcceleratedConns",
"1.3.6.1.4.1.3375.2.2.6.25.1.2.1.14", "ltmSpdyProfileCompressionWindowSize",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.11", "ltmClientSslStatEncryptedBytesOut",
"1.3.6.1.4.1.3375.2.1.1.2.10.15", "sysServersslStatRecordsOut",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.12", "ltmClientSslStatDecryptedBytesIn",
"1.3.6.1.4.1.3375.2.1.1.2.10.14", "sysServersslStatRecordsIn",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.13", "ltmClientSslStatDecryptedBytesOut",
"1.3.6.1.4.1.3375.2.1.1.2.10.17", "sysServersslStatPartiallyHwAcceleratedConns",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.14", "ltmClientSslStatRecordsIn",
"1.3.6.1.4.1.3375.2.1.1.2.10.16", "sysServersslStatFullyHwAcceleratedConns",
"1.3.6.1.4.1.3375.2.1.1.2.10.11", "sysServersslStatEncryptedBytesOut",
"1.3.6.1.4.1.3375.2.1.1.2.10.10", "sysServersslStatEncryptedBytesIn",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.39", "ltmSpdyProfileStatWindowUpdateFramesSent",
"1.3.6.1.4.1.3375.2.1.1.2.10.13", "sysServersslStatDecryptedBytesOut",
"1.3.6.1.4.1.3375.2.2.6.2.2.3.1.10", "ltmClientSslStatEncryptedBytesIn",
"1.3.6.1.4.1.3375.2.1.1.2.10.12", "sysServersslStatDecryptedBytesIn",
"1.3.6.1.4.1.3375.2.2.6.7.7.2.1", "ltmRamUriExclEntry",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.37", "ltmSpdyProfileStatV3StreamsMax",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.38", "ltmSpdyProfileStatWindowUpdateFramesReceived",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.35", "ltmSpdyProfileStatV3StreamsCreated",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.36", "ltmSpdyProfileStatV3StreamsCurrent",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.33", "ltmSpdyProfileStatV2StreamsCurrent",
"1.3.6.1.4.1.3375.2.1.1.2.10.19", "sysServersslStatPrematureDisconnects",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.34", "ltmSpdyProfileStatV2StreamsMax",
"1.3.6.1.4.1.3375.2.1.1.2.10.18", "sysServersslStatNonHwAcceleratedConns",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.31", "ltmSpdyProfileStatSynStreamFramesSent",
"1.3.6.1.4.1.3375.2.2.6.25.3.3.1.32", "ltmSpdyProfileStatV2StreamsCreated",
"1.3.6.1.4.1.3375.2.2.10.12.2", "ltmVsHttpClassTable",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.9", "ltmPoolMemberDynamicRatio",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.8", "ltmPoolMemberPriority",
"1.3.6.1.4.1.3375.2.1.7.9.2", "sysLogicalDiskMembersTable",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.7", "ltmPoolMemberWeight",
"1.3.6.1.4.1.3375.2.1.7.9.1", "sysLogicalDiskMembersNumber",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.6", "ltmPoolMemberRatio",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.5", "ltmPoolMemberConnLimit",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.4", "ltmPoolMemberPort",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.3", "ltmPoolMemberAddr",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.2", "ltmPoolMemberAddrType",
"1.3.6.1.4.1.3375.2.2.5.3.2.1.1", "ltmPoolMemberPoolName",
"1.3.6.1.2.1.88.1.3.1", "mteObjectsTable",
"1.3.6.1.4.1.3375.2.2.10.12.1", "ltmVsHttpClassNumber",
"1.3.6.1.2.1.48.2.2.2", "icmpGroup",
"1.3.6.1.2.1.48.2.2.3", "ipv4GeneralGroup",
"1.3.6.1.2.1.48.2.2.1", "ipGroup",
"1.3.6.1.2.1.48.2.2.6", "ipv6IfGroup",
"1.3.6.1.2.1.48.2.2.7", "ipLastChangeGroup",
"1.3.6.1.2.1.48.2.2.4", "ipv4IfGroup",
"1.3.6.1.4.1.8072.2.2.2.1.4", "netSnmpHostStorage",
"1.3.6.1.4.1.3375.2.2.6.23.1.1", "ltmWebAccelerationProfileNumber",
"1.3.6.1.2.1.48.2.2.5", "ipv6GeneralGroup2",
"1.3.6.1.4.1.8072.2.2.2.1.5", "netSnmpHostRowStatus",
"1.3.6.1.4.1.3375.2.2.6.23.1.2", "ltmWebAccelerationProfileTable",
"1.3.6.1.4.1.8072.2.2.2.1.2", "netSnmpHostAddressType",
"1.3.6.1.4.1.8072.2.2.2.1.3", "netSnmpHostAddress",
"1.3.6.1.2.1.48.2.2.8", "ipSystemStatsGroup",
"1.3.6.1.2.1.48.2.2.9", "ipv4SystemStatsGroup",
"1.3.6.1.4.1.8072.2.2.2.1.1", "netSnmpHostName",
"1.3.6.1.4.1.3375.2.3.3.3.2.1.1", "gtmDcStatusName",
"1.3.6.1.2.1.55.2.0", "ipv6NotificationPrefix",
"1.3.6.1.4.1.3375.2.1.7.3.2.1.3", "sysHostDiskTotalBlocks",
"1.3.6.1.4.1.3375.2.1.7.3.2.1.2", "sysHostDiskBlockSize",
"1.3.6.1.4.1.3375.2.1.7.3.2.1.1", "sysHostDiskPartition",
"1.3.6.1.4.1.3375.2.1.7.3.2.1.6", "sysHostDiskFreeNodes",
"1.3.6.1.4.1.3375.2.1.7.3.2.1.5", "sysHostDiskTotalNodes",
"1.3.6.1.4.1.3375.2.1.7.3.2.1.4", "sysHostDiskFreeBlocks",
"1.3.6.1.4.1.3375.2.3.3.2", "gtmDataCenterStat",
"1.3.6.1.4.1.3375.2.2.6.7.13", "ltmHttpProfileKnownMethods",
"1.3.6.1.4.1.3375.2.3.3.3", "gtmDataCenterStatus",
"1.3.6.1.4.1.3375.2.2.6.7.12", "ltmHttpProfileEncCookies",
"1.3.6.1.3.86.2.2", "ipv6TcpGroups",
"1.3.6.1.3.86.2.1", "ipv6TcpCompliances",
"1.3.6.1.4.1.3375.2.2.6.7.11", "ltmHttpProfileRespHeadersPerm",
"1.3.6.1.4.1.3375.2.3.3.1", "gtmDataCenter",
"1.3.6.1.4.1.3375.2.2.6.7.10", "ltmHttpProfileFallbackStatus",
"1.3.6.1.4.1.3375.2.2.6.14.2.2", "ltmDnsProfileStatNumber",
"1.3.6.1.4.1.3375.2.2.6.14.2.1", "ltmDnsProfileStatResetStats",
"1.3.6.1.4.1.3375.2.2.6.14.2.3", "ltmDnsProfileStatTable",
"1.3.6.1.4.1.3375.2.2.6.7.12.2.1", "ltmEncCookiesEntry",
"1.3.6.1.4.1.3375.2.1.2.10.8.2", "sysStpInterfaceTreeStatTable",
"1.3.6.1.4.1.3375.2.1.2.10.8.1", "sysStpInterfaceTreeStatNumber",
"1.3.6.1.4.1.3375.2.2.6.22.2.2.1.1", "ltmHttpcompUriInclName",
"1.3.6.1.4.1.3375.2.2.6.22.2.2.1.2", "ltmHttpcompUriInclIndex",
"1.3.6.1.4.1.3375.2.2.6.22.2.2.1.3", "ltmHttpcompUriInclUri",
"1.3.6.1.2.1.6.20.1", "tcpListenerEntry",
"1.3.6.1.4.1.2021.15.1", "fileEntry",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.10", "ltmFastL4ProfileTcpTimestampMode",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.11", "ltmFastL4ProfileTcpWscaleMode",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.14", "ltmFastL4ProfileIpTosToClient",
"1.3.6.1.4.1.3375.2.1.2.10.4.2.1", "sysStpVlanMbrEntry",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.15", "ltmFastL4ProfileIpTosToServer",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.12", "ltmFastL4ProfileTcpGenerateIsn",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.13", "ltmFastL4ProfileTcpStripSack",
"1.3.6.1.4.1.3375.2.2.6.24.3.2.1", "ltmDosWhiteIpEntry",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.18", "ltmFastL4ProfileRttFromClient",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.19", "ltmFastL4ProfileRttFromServer",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.16", "ltmFastL4ProfileLinkQosToClient",
"1.3.6.1.4.1.3375.2.2.6.5.1.2.1.17", "ltmFastL4ProfileLinkQosToServer",
"1.3.6.1.2.1.25.7.3.2", "hrStorageGroup",
"1.3.6.1.2.1.25.7.3.1", "hrSystemGroup",
"1.3.6.1.2.1.25.7.3.6", "hrSWInstalledGroup",
"1.3.6.1.2.1.25.7.3.5", "hrSWRunPerfGroup",
"1.3.6.1.2.1.25.7.3.4", "hrSWRunGroup",
"1.3.6.1.2.1.25.7.3.3", "hrDeviceGroup",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.9", "ltmSctpProfileInStreams",
"1.3.6.1.2.1.55.1.11.1.11", "ipv6RouteMetric",
"1.3.6.1.2.1.55.1.11.1.12", "ipv6RouteWeight",
"1.3.6.1.2.1.55.1.11.1.10", "ipv6RouteNextHopRDI",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.4", "ltmSctpProfileRcvOrdered",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.3", "ltmSctpProfileDefaultName",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.2", "ltmSctpProfileConfigSource",
"1.3.6.1.2.1.55.1.11.1.13", "ipv6RouteInfo",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.1", "ltmSctpProfileName",
"1.3.6.1.2.1.55.1.11.1.14", "ipv6RouteValid",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.8", "ltmSctpProfileOutStreams",
"1.3.6.1.4.1.3375.2.2.10.12.2.1", "ltmVsHttpClassEntry",
"1.3.6.1.4.1.3375.2.2.6.32.1.2", "ltmHttp2ProfileTable",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.7", "ltmSctpProfileResetOnTimeout",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.6", "ltmSctpProfileTcpShutdown",
"1.3.6.1.4.1.3375.2.2.6.18.1.2.1.5", "ltmSctpProfileSndPartial",
"1.3.6.1.4.1.3375.2.2.6.32.1.1", "ltmHttp2ProfileNumber",
"1.3.6.1.4.1.3375.2.1.2.5.2.1", "sysL2ForwardStatNumber",
"1.3.6.1.4.1.3375.2.1.2.5.2.2", "sysL2ForwardStatTable",
"1.3.6.1.4.1.3375.2.5.2.6.4", "apmPgStatGroup",
"1.3.6.1.4.1.3375.2.5.2.6.3", "apmPrStatGroup",
"1.3.6.1.4.1.3375.2.2.14.5.2.1", "ltmLsnPoolVlanEntry",
