Message,MessageID,Description,Triggers,Actions,"Data_fields"
"ATTEMPT_ADD_AMSDK_PLUGIN","AMCLI-5100","Add AMSDK IdRepo Plugin","Execute add AMSDK IdRepo Plugin Commandline interface",,"name_of_datastore_name"
"SUCCEED_ADD_AMSDK_PLUGIN","AMCLI-5101","AMSDK plugin is added","Execute add AMSDK IdRepo Plugin Commandline interface",,"name_of_datastore_name"
"FAILED_ADD_AMSDK_PLUGIN","AMCLI-5102","Failed to add AMSDK IdRepo Plugin","Execute add AMSDK IdRepo Plugin Commandline interface","Look under debug file for more information","name_of_datastore_name|error_message"
"ATTEMPT_SET_SVC_ATTR_VALUES_REALM","AMCLI-5200","Attempt to set attribute value to a service that is assigned to a realm","Execute set attribute values a service that is assigned to a to realm Commandline interface",,"name_of_realm|name_of_service"
"SUCCEED_SET_SVC_ATTR_VALUES_REALM","AMCLI-5201","Attribute values is set to a service that is assigned to a realm","Execute set attribute values to a service that is assigned to a realm Commandline interface",,"name_of_realm|name_of_service"
"FAILED_SET_SVC_ATTR_VALUES_REALM","AMCLI-5202","Unable to set attribute values to a service that is assigned to a realm","Execute set attribute values to a service that is assigned to a realm Commandline interface","Look under debug file for more information","name_of_realm|name_of_service|error_message"
"ATTEMPT_EMBEDDED_STATUS","AMCLI-5103","Get Embedded Status","Execute Embedded Status Commandline interface",,"port_number_of_embedded_store"
"SUCCEEDED_EMBEDDED_STATUS","AMCLI-5104","Embedded Status Successful","Execute Embedded Status Commandline interface",,"port_number_of_embedded_store"
"FAILED_EMBEDDED_STATUS","AMCLI-5105","Failed to get embedded status","Execute Embedded Status Commandline interface","Look under debug file for more information","port_number_of_embedded_store|error_message"
"ATTEMPT_ADD_COT_MEMBER","AMCLI-5106","Attempt to add a member to a Circle of Trust","Execute add a member to a Circle of Trust Commandline interface",,"realm|entity_ID|circle_of_trust|protocol_specification"
"SUCCEEDED_ADD_COT_MEMBER","AMCLI-5107","Adding a member to a Circle of Trust succeeded","Execute add a member to a Circle of Trust Commandline interface",,"realm|entity_ID|circle_of_trust|protocol_specification"
"FAILED_ADD_COT_MEMBER","AMCLI-5108","Failed to add a member to a circle of trust","Execute add a member to a Circle of Trust Commandline interface","Look under debug file for more information","realm|entity_ID|circle_of_trust|protocol_specification|error_message"
"ATTEMPT_DO_BULK_FEDERATION","AMCLI-5109","Attempt to do bulk federation","Execute Do Bulk Federation Commandline interface",,"metaAlias_for_local_provider|Remote_entity_Id|File_name_of_local_to_remote_user_Id_mapping|Name_of_file_that_will_be_created_by_this_sub_command|protocol_specification"
"SUCCEEDED_DO_BULK_FEDERATION","AMCLI-5110","Bulk Federation succeeded","Execute Do Bulk Federation Commandline interface",,"metaAlias_for_local_provider|Remote_entity_Id|File_name_of_local_to_remote_user_Id_mapping|Name_of_file_that_will_be_created_by_this_sub_command|protocol_specification"
"FAILED_DO_BULK_FEDERATION","AMCLI-5111","Failed to do bulk federation","Execute Do Bulk Federation Commandline interface","Look under debug file for more information","metaAlias_for_local_provider|Remote_entity_Id|File_name_of_local_to_remote_user_Id_mapping|Name_of_file_that_will_be_created_by_this_sub_command|protocol_specification|error_message"
"ATTEMPT_CREATE_COT","AMCLI-5112","Attempt to create Circle of Trust","Execute Create Circle of Trust Commandline interface",,"Realm|Circle_of_Trust|Trusted_Providers|Prefix_URL_for_idp_discovery_reader_and_writer_URL"
"SUCCEEDED_CREATE_COT","AMCLI-5113","Creating Circle of Trust succeeded","Execute Create Circle of Trust Commandline interface",,"Realm|Circle_of_Trust|Trusted_Providers|Prefix_URL_for_idp_discovery_reader_and_writer_URL"
"FAILED_CREATE_COT","AMCLI-5114","Failed to create Circle of Trust","Execute Create Circle of Trust Commandline interface","Look under debug file for more information","Realm|Circle_of_Trust|Trusted_Providers|Prefix_URL_for_idp_discovery_reader_and_writer_URL|error_message"
"ATTEMPT_CREATE_METADATA_TEMPL","AMCLI-5115","Attempt to create metadata template","Execute Create MetaData Template Commandline interface",,"Entity_ID|file_name_for_the_standard_metadata_to_be_created|file_name_for_the_extended_metadata_to_be_created|metaAlias_for_hosted_identity_provider_to_be_created|metaAlias_for_hosted_service_provider_to_be_created|metaAlias_for_hosted_attribute_authority_to_be_created|metaAlias_for_hosted_attribute_query_provider_to_be_created|metaAlias_for_hosted_authentication_authority_to_be_created|metaAlias_for_policy_decision_point_to_be_created|metaAlias_for_policy_enforcement_point_to_be_created|metaAlias_for_hosted_affiliation|protocol_specification"
"SUCCEEDED_CREATE_METADATA_TEMPL","AMCLI-5116","Creating MetaData Template succeeded","Execute Create MetaData Template Commandline interface",,"Entity_ID|file_name_for_the_standard_metadata_to_be_created|file_name_for_the_extended_metadata_to_be_created|metaAlias_for_hosted_identity_provider_to_be_created|metaAlias_for_hosted_service_provider_to_be_created|metaAlias_for_hosted_attribute_authority_to_be_created|metaAlias_for_hosted_attribute_query_provider_to_be_created|metaAlias_for_hosted_authentication_authority_to_be_created|metaAlias_for_policy_decision_point_to_be_created|metaAlias_for_policy_enforcement_point_to_be_created|metaAlias_for_hosted_affiliation|protocol_specification"
"FAILED_CREATE_METADATA_TEMPL","AMCLI-5117","Failed to create metaData template","Execute Create MetaData Template Commandline interface","Look under debug file for more information","Entity_ID|protocol_specification|error_message"
"ATTEMPT_DELETE_COT","AMCLI-5118","Attempt to delete Circle of Trust","Execute Delete Circle of Trust Commandline interface",,"Realm|Circle_of_Trust"
"SUCCEEDED_DELETE_COT","AMCLI-5119","Deleting Circle of Trust succeeded","Execute Delete Circle of Trust Commandline interface",,"Realm|Circle_of_Trust"
"FAILED_DELETE_COT","AMCLI-5120","Failed to delete Circle of Trust","Execute Delete Circle of Trust Commandline interface","Look under debug file for more information","Realm|Circle_of_Trust|error_message"
"ATTEMPT_DELETE_ENTITY","AMCLI-5121","Attempt to delete metadata","Execute Delete Metadata Commandline interface",,"Realm|Entity_ID|protocol_specification"
"SUCCEEDED_DELETE_ENTITY","AMCLI-5122","Deleting Metadata succeeded","Execute Delete Metadata Commandline interface",,"Realm|Entity_ID|protocol_specification"
"FAILED_DELETE_ENTITY","AMCLI-5123","Failed to delete metadata","Execute Delete Metadata Commandline interface","Look under debug file for more information","Realm|Entity_ID|protocol_specification|error_message"
"ATTEMPT_EXPORT_ENTITY","AMCLI-5124","Attempt to export entity","Execute export entity Commandline interface",,"Realm|Entity_ID|Name_of_file_to_save_the_standard_metadata_XML|Name_of_file_to_save_the_extended_metadata_XML|protocol_specification"
"SUCCEEDED_EXPORT_ENTITY","AMCLI-5125","Exporting entity succeeded","Execute export entity Commandline interface",,"Realm|Entity_ID|Name_of_file_to_save_the_standard_metadata_XML|Name_of_file_to_save_the_extended_metadata_XML|protocol_specification"
"FAILED_EXPORT_ENTITY","AMCLI-5126","Failed to export entity","Execute export entity Commandline interface","Look under debug file for more information","Realm|Entity_ID|Name_of_file_to_save_the_standard_metadata_XML|Name_of_file_to_save_the_extended_metadata_XML|protocol_specification|error_message"
"ATTEMPT_IMPORT_BULK_FED_DATA","AMCLI-5127","Attempt to import bulk federation data","Execute import bulk federation data Commandline interface",,"metaAlias_for_local_provider|File_name_of_bulk_federation_data_which_is_generated_by_this_command|protocol_specification"
"SUCCEEDED_IMPORT_BULK_FED_DATA","AMCLI-5128","Importing bulk federation data succeeded","Execute import bulk federation data Commandline interface",,"metaAlias_for_local_provider|File_name_of_bulk_federation_data_which_is_generated_by_this_command|protocol_specification"
"FAILED_IMPORT_BULK_FED_DATA","AMCLI-5129","Failed to import bulk federation data","Execute import bulk federation data Commandline interface","Look under debug file for more information","metaAlias_for_local_provider|File_name_of_bulk_federation_data_which_is_generated_by_this_command|protocol_specification|error_message"
"ATTEMPT_IMPORT_ENTITY","AMCLI-5130","Attempt to import entity","Execute import entity Commandline interface",,"Realm|file_name_for_the_standard_metadata_to_be_imported|file_name_for_the_extended_entity_configuration_to_be_imported|Circle_of_Trust|protocol_specification"
"SUCCEEDED_IMPORT_ENTITY","AMCLI-5131","Importing entity succeeded","Execute import entity Commandline interface",,"Realm|file_name_for_the_standard_metadata_to_be_imported|file_name_for_the_extended_entity_configuration_to_be_imported|Circle_of_Trust|protocol_specification"
"FAILED_IMPORT_ENTITY","AMCLI-5132","Failed to import entity","Execute import entity Commandline interface","Look under debug file for more information","Realm|file_name_for_the_standard_metadata_to_be_imported|file_name_for_the_extended_entity_configuration_to_be_imported|Circle_of_Trust|protocol_specification|error_message"
"ATTEMPT_LIST_COT_MEMBERS","AMCLI-5133","Attempt to list members in a circle of trust","Execute list members in a circle of trust Commandline interface",,"Realm|Circle_of_trust|protocol_specification"
"SUCCEEDED_LIST_COT_MEMBERS","AMCLI-5134","Listing members in a circle of trust succeeded","Execute list members in a circle of trust Commandline interface",,"Realm|Circle_of_trust|protocol_specification"
"FAILED_LIST_COT_MEMBERS","AMCLI-5135","Failed to list members in a circle of trust","Execute list members in a circle of trust Commandline interface","Look under debug file for more information","Realm|Circle_of_trust|protocol_specification|error_message"
"ATTEMPT_LIST_COTS","AMCLI-5136","Attempt to list circles of trust","Execute list circles of trust Commandline interface",,realm
"SUCCEEDED_LIST_COTS","AMCLI-5137","Listing circles of trust succeeded","Execute list circles of trust Commandline interface",,realm
"FAILED_LIST_COTS","AMCLI-5138","Failed to list circles of trust","Execute list circles of trust Commandline interface","Look under debug file for more information","realm|error_message"
"ATTEMPT_LIST_ENTITIES","AMCLI-5139","Attempt to list entities under a realm","Execute list entities under a realm Commandline interface",,"realm|protocol_specification"
"SUCCEEDED_LIST_ENTITIES","AMCLI-5140","Listing entities under a realm succeeded","Execute list entities under a realm Commandline interface",,"realm|protocol_specification"
"FAILED_LIST_ENTITIES","AMCLI-5141","Failed to list entities under a realm","Execute list entities under a realm Commandline interface","Look under debug file for more information","realm|protocol_specification|error_message"
"ATTEMPT_REMOVE_COT_MEMBER","AMCLI-5142","Attempt to remove a member from a circle of trust","Execute remove a member from a circle of trust Commandline interface",,"Realm_where_circle_of_trust_resides|Circle_of_trust|Entity_ID|protocol_specification"
"SUCCEEDED_REMOVE_COT_MEMBER","AMCLI-5143","Removing a member from a circle of trust successful","Execute remove a member from a circle of trust Commandline interface",,"Realm_where_circle_of_trust_resides|Circle_of_trust|Entity_ID|protocol_specification"
"FAILED_REMOVE_COT_MEMBER","AMCLI-5144","Failed to remove a member from a circle of trust","Execute remove a member from a circle of trust Commandline interface","Look under debug file for more information","Realm_where_circle_of_trust_resides|Circle_of_trust|Entity_ID|protocol_specification|error_message"
