"object-group",object,description
ltmVAddrStatusGroup,ltmVAddrStatusAvailState,"The availability of the specified virtual address indicated in color: none - error; green - available in some capacity; yellow - not currently available; red - not available; blue - availability is unknown; gray - unlicensed."
ltmVAddrStatusGroup,ltmVAddrStatusEnabledState,"The activity status of the specified virtual address, as specified by the user."
ltmVAddrStatusGroup,ltmVAddrStatusParentType,"Deprecated! This is an internal data. The type of parent object which disabled the specified virtual address."
ltmVAddrStatusGroup,ltmVAddrStatusDetailReason,"The detail description of the specified virtual address's status."
ltmVAddrStatusGroup,ltmVAddrStatusName,"Virtual Address name."
ltmFallbackStatusGroup,ltmFallbackStatusNumber,"The number of ltmHttpProfileFallbackStatus entries in the table."
ltmFallbackStatusGroup,ltmFallbackStatusName,"The name of a HTTP profile."
ltmFallbackStatusGroup,ltmFallbackStatusIndex,"The index of status code for the specified HTTP profile."
ltmFallbackStatusGroup,ltmFallbackStatusCode,"The status code that when matched, traffic will be sent to the 'fallback_host' for the specified profile."
ltmRespHeadersPermGroup,ltmRespHeadersPermNumber,"The number of ltmHttpProfileRespHeadersPerm entries in the table."
ltmRespHeadersPermGroup,ltmRespHeadersPermName,"The name of a HTTP profile."
ltmRespHeadersPermGroup,ltmRespHeadersPermIndex,"The index of permitted header in a response for the specified HTTP profile."
ltmRespHeadersPermGroup,ltmRespHeadersPermStr,"The permitted header in a response for the specified profile."
ltmEncCookiesGroup,ltmEncCookiesNumber,"The number of ltmHttpProfileEncCookies entries in the table."
ltmEncCookiesGroup,ltmEncCookiesName,"The name of a HTTP profile."
ltmEncCookiesGroup,ltmEncCookiesIndex,"The index of cookie to be encrypted before sending it to the client for the specified HTTP profile."
ltmEncCookiesGroup,ltmEncCookiesStr,"The cookie to be encrypted before sending it to the client for the specified profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatResetStats,"The action to reset resettable statistics data in ltmFastL4ProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatNumber,"The number of ltmFastL4ProfileStat entries in the table."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatName,"The name of a fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatOpen,"The number of current open connections for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatAccepts,"The number of accepted connections for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatAcceptfails,"The number of not accepted connections for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatExpires,"The number of expired connections due to idle timeout for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatRxbadpkt,"The number of malformed packets for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatRxunreach,"The number of received ICMP unreach/TCP RST for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatRxbadunreach,"The number of received TCP RST outside the current window for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatRxbadsum,"The number of bad checksum for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatTxerrors,"The number of transmit datagram errors for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatSyncookIssue,"The number of syncookies issued for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatSyncookAccept,"The number of syncookies accepted for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatSyncookReject,"The number of syncookies rejected for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatServersynrtx,"The number of retransmissions of SYN to server for a syncookied connection for the specified fast L4 profile."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatLbcSuccessful,"The number of Successful Late Binding Connections."
ltmFastL4ProfileStatGroup,ltmFastL4ProfileStatLbcTimedout,"The number of Late Binding Connections that were timed out."
ltmSipProfileGroup,ltmSipProfileNumber,"The number of ltmSipProfile entries in the table."
ltmSipProfileGroup,ltmSipProfileName,"The name of a SIP profile."
ltmSipProfileGroup,ltmSipProfileConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmSipProfileGroup,ltmSipProfileDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmSipProfileGroup,ltmSipProfileMaxSize,"The acceptable maximum SIP message size for the specified profile."
ltmSipProfileGroup,ltmSipProfileTerminateBye,"The state indicating whether or not to terminate connection after bye (200 BYE) message for the specified profile."
ltmSipProfileGroup,ltmSipProfileInsertVia,"The state indicating whether or not to insert Via for the specified profile."
ltmSipProfileGroup,ltmSipProfileSecureVia,"The state indicating whether or not it is SIPS/2.0/TLS for the specified profile."
ltmSipProfileGroup,ltmSipProfileInsertRecordRoute,"The state indicating whether or not insert Record-route for the specified profile."
ltmSipProfileGroup,ltmSipProfileFirewallEnabled,"The state indicating whether or not SIP firewall is enabled for the specified profile."
ltmSipProfileGroup,ltmSipProfileLogPublisher,"Specifies the name of the log publisher that logs ALG events, if any."
ltmSipProfileGroup,ltmSipProfileLogProfile,"Specifies the name of the log profile that control the logging of ALG events, if any."
ltmSipProfileGroup,ltmSipProfileStatResetStats,"The action to reset resettable statistics data in ltmSipProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmSipProfileGroup,ltmSipProfileStatNumber,"The number of ltmSipProfileStat entries in the table."
ltmSipProfileGroup,ltmSipProfileStatName,"The name of a SIP profile."
ltmSipProfileGroup,ltmSipProfileStatRequests,"The total number of requests received for the specified profile."
ltmSipProfileGroup,ltmSipProfileStatResponses,"The total number of responses sent for the specified profile."
ltmSipProfileGroup,ltmSipProfileStatBadmsgs,"The total number of bad messages for the specified profile."
ltmSipProfileGroup,ltmSipProfileStatDrops,"The total number of dropped packets for the specified profile."
ltmVirtualModuleScoreGroup,ltmVirtualModuleScoreNumber,"The number of ltmVirtualModuleScore entries in the table."
ltmVirtualModuleScoreGroup,ltmVirtualModuleScoreVsName,"The name of the virtual server this score applies to."
ltmVirtualModuleScoreGroup,ltmVirtualModuleScoreModuleType,"The bigip module that this score applies to."
ltmVirtualModuleScoreGroup,ltmVirtualModuleScoreScore,"The score represents how much capacity the module estimates it has left."
ltmIsessionProfileGroup,ltmIsessionProfileNumber,"The number of ltmIsessionProfile entries in the table."
ltmIsessionProfileGroup,ltmIsessionProfileName,"The name of a iSession profile."
ltmIsessionProfileGroup,ltmIsessionProfileMode,"Enable/disable this profile."
ltmIsessionProfileGroup,ltmIsessionProfileConnectionReuse,"Enable/disable connection reuse."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionNull,"Deprecated! Select null compression method if enabled."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionDeflate,"Deprecated! Replaced by ltmIsessionCompression and ltmIsessionCompressionCodecs."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionLzo,"Deprecated! Replaced by ltmIsessionCompression and ltmIsessionCompressionCodecs."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionAdaptive,"Select adaptive compression method if enabled."
ltmIsessionProfileGroup,ltmIsessionProfileDeduplication,"Enable/disable deduplication functionality."
ltmIsessionProfileGroup,ltmIsessionProfilePortTransparency,"Use same destination port over WAN as specified by the client."
ltmIsessionProfileGroup,ltmIsessionProfileTargetVirtual,"Use to provide good match for targeted virtual."
ltmIsessionProfileGroup,ltmIsessionProfileEndpointPool,"The name of a LTM pool for paired tunneling."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionDeflateLevel,"Select compression level [1-9] when deflate compression method is enabled."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionBzip2,"Deprecated! Replaced by ltmIsessionCompression and ltmIsessionCompressionCodecs."
ltmIsessionProfileGroup,ltmIsessionProfileCompression,"Enable/disable compression functionality."
ltmIsessionProfileGroup,ltmIsessionProfileCompressionCodecs,"Assign lzo(0), deflate(1), bzip2(2) comression methods, if compression enabled."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatResetStats,"The action to reset resettable statistics data in ltmIsessionProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNumber,"The number of ltmIsessionProfileStat entries in the table."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatVsName,"The name of a iSession virtual server."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatProfileName,"The name of a iSession profile."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullInUses,"The number of uses NULL compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullInErrors,"The number of errors in use NULL compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullInBytesOpt,"The number of opt bytes NULL compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullInBytesRaw,"The number of raw bytes NULL compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullOutUses,"The number of uses NULL compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullOutErrors,"The number of errors in use NULL compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullOutBytesOpt,"The number of opt bytes NULL compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatNullOutBytesRaw,"The number of raw bytes NULL compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoInUses,"The number of uses LZO compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoInErrors,"The number of errors in use LZO compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoInBytesOpt,"The number of opt bytes LZO compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoInBytesRaw,"The number of raw bytes LZO compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoOutUses,"The number of uses LZO compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoOutErrors,"The number of errors in use LZO compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoOutBytesOpt,"The number of opt bytes LZO compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatLzoOutBytesRaw,"The number of raw bytes LZO compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateInUses,"The number of uses DEFLATE compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateInErrors,"The number of errors in use DEFLATE compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateInBytesOpt,"The number of opt bytes DEFLATE compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateInBytesRaw,"The number of raw bytes DEFLATE compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateOutUses,"The number of uses DEFLATE compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateOutErrors,"The number of errors in use DEFLATE compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateOutBytesOpt,"The number of opt bytes DEFLATE compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDeflateOutBytesRaw,"The number of raw bytes DEFLATE compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDedupInUses,"The number of uses DEDUPLICATION compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDedupInErrors,"The number of errors in use DEDUPLICATION compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDedupInBytesOpt,"The number of opt bytes DEDUPLICATION compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDedupInBytesRaw,"The number of raw bytes DEDUPLICATION compression for IN towards LAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDedupOutUses,"The number of uses DEDUPLICATION compression for OUT towards WAN."
ltmIsessionProfileStatGroup,ltmIsessionProfileStatDedupOutErrors,"The number of errors in use DEDUPLICATION compression for OUT towards WAN."
