dashboard,capability,capability_description,domain,expanded_guidance,ext_link,ext_product,icon,name,level,practice_description,visible
SI_4-5_2_rmf,SI-4(5),System Monitoring | System-generated Alerts,System and Informational Integrity,,,,fas fa-user-lock,SI-4(5).2,,The organization defines the personnel or roles to receive information system alerts when organization-defined indicators of compromise or potential compromise occur.,TRUE
SI_4-5_3_rmf,SI-4(5),System Monitoring | System-generated Alerts,System and Informational Integrity,,,,fas fa-user-lock,SI-4(5).3,,The information system alerts organization-defined personnel or roles when organization-defined compromise indicators reflect the occurrence of a compromise or a potential compromise.,TRUE
SI_4-7_1_rmf,SI-4(7),System Monitoring | Automated Response to Suspicious Events,System and Informational Integrity,,,,fas fa-user-lock,SI-4(7).1,,The information system notifies an organization-defined list of incident response personnel (identified by name and/or by role) of detected suspicious events.,TRUE
SI_4-7_2_rmf,SI-4(7),System Monitoring | Automated Response to Suspicious Events,System and Informational Integrity,,,,fas fa-user-lock,SI-4(7).2,,The organization defines a list of incident response personnel (identified by name and/or by role) to be notified of detected suspicious events.,TRUE
SI_4-7_3_rmf,SI-4(7),System Monitoring | Automated Response to Suspicious Events,System and Informational Integrity,,,,fas fa-user-lock,SI-4(7).3,,The organization defines a list of least-disruptive actions to be taken by the information system to terminate suspicious events.,TRUE
SI_4-7_4_rmf,SI-4(7),System Monitoring | Automated Response to Suspicious Events,System and Informational Integrity,,,,fas fa-user-lock,SI-4(7).4,,The information system takes organization-defined least-disruptive actions to terminate suspicious events.,TRUE
SI_4-9_1_rmf,SI-4(9),System Monitoring | Testing of Monitoring Tools and Mechanisms,System and Informational Integrity,,,,fas fa-user-lock,SI-4(9).1,,The organization tests intrusion monitoring tools at an organization-defined frequency.,TRUE
SI_4-9_2_rmf,SI-4(9),System Monitoring | Testing of Monitoring Tools and Mechanisms,System and Informational Integrity,,,,fas fa-user-lock,SI-4(9).2,,The organization defines the frequency for testing intrusion monitoring tools.,TRUE
SI_4_1_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.1,,The organization defines the objectives of monitoring for attacks and indicators of potential attacks on the information system.,TRUE
SI_4_10_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.10,,The organization protects information obtained from intrusion-monitoring tools from unauthorized access.,TRUE
SI_4_11_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.11,,The organization protects information obtained from intrusion-monitoring tools from unauthorized modification.,TRUE
SI_4_12_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.12,,The organization protects information obtained from intrusion-monitoring tools from unauthorized deletion.,TRUE
SI_4_13_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.13,,"The organization heightens the level of information system monitoring activity whenever there is an indication of increased risk to organizational operations and assets, individuals, other organizations, or the Nation based on law enforcement information, intelligence information, or other credible sources of information.",TRUE
SI_4_14_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.14,,"The organization obtains legal opinion with regard to information system monitoring activities in accordance with applicable federal laws, Executive Orders, directives, policies, or regulations.",TRUE
SI_4_15_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.15,,The organization defines the information system monitoring information that is to be provided the organization-defined personnel or roles.,TRUE
SI_4_16_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.16,,The organization defines the personnel or roles that are to be provided organization-defined information system monitoring information.,TRUE
SI_4_17_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.17,,The organization defines the frequency at which the organization will provide the organization-defined information system monitoring information to organization-defined personnel or roles.,TRUE
SI_4_18_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.18,,The organization provides organization-defined information system monitoring information to organization-defined personnel or roles as needed or per organization-defined frequency.,TRUE
SI_4_2_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.2,,The organization monitors the information system to detect attacks and indicators of potential attacks in accordance with organization-defined monitoring objectives.,TRUE
SI_4_3_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.3,,The organization monitors the information system to detect unauthorized local connections.,TRUE
SI_4_4_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.4,,The organization monitors the information system to detect unauthorized network connections.,TRUE
SI_4_5_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.5,,The organization monitors the information system to detect unauthorized remote connections.,TRUE
SI_4_6_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.6,,The organization defines the techniques and methods to be used to identify unauthorized use of the information system.,TRUE
SI_4_7_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.7,,The organization identifies unauthorized use of the information system through organization-defined techniques and methods.,TRUE
SI_4_8_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.8,,The organization deploys monitoring devices strategically within the information system to collect organization-determined essential information.,TRUE
SI_4_9_rmf,SI-4,System Monitoring,System and Informational Integrity,,,,fas fa-user-lock,SI-4.9,,The organization deploys monitoring devices at ad hoc locations within the system to track specific types of transactions of interest to the organization.,TRUE
SI_5-1_1_rmf,SI-5(1),"Security Alerts, Advisories, and Directives | Automated Alerts and Advisories",System and Informational Integrity,,,,fas fa-user-lock,SI-5(1).1,,The organization employs automated mechanisms to make security alert and advisory information available throughout the organization.,TRUE
SI_5_1_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.1,,"The organization receives information system security alerts, advisories, and directives from organization-defined external organizations on an ongoing basis.",TRUE
SI_5_2_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.2,,"The organization defines the external organizations from which it receives information system security alerts, advisories, and directives.",TRUE
SI_5_3_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.3,,"The organization generates internal security alerts, advisories, and directives as deemed necessary.",TRUE
SI_5_4_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.4,,"The organization disseminates security alerts, advisories, and directives to organization-defined personnel or roles, organization-defined elements within the organization, and/or organization-defined external organizations.",TRUE
SI_5_5_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.5,,"The organization defines the personnel or roles to whom the organization will disseminate security alerts, advisories, and directives.",TRUE
SI_5_6_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.6,,"The organization defines the elements within the organization to whom the organization will disseminate security alerts, advisories, and directives.",TRUE
SI_5_7_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.7,,"The organization defines the external organizations to which the organization will disseminate security alerts, advisories, and directives.",TRUE
SI_5_8_rmf,SI-5,"Security Alerts, Advisories, and Directives",System and Informational Integrity,,,,fas fa-user-lock,SI-5.8,,"The organization implements security directives in accordance with established time frames, or notifies the issuing organization of the degree of noncompliance.",TRUE
SI_6-2_1_rmf,SI-6(2),Security and Privacy Function Verification | Automation Support for Distributed Testing,System and Informational Integrity,,,,fas fa-user-lock,SI-6(2).1,,The information system implements automated mechanisms to support the management of distributed security testing.,TRUE
SI_6-3_1_rmf,SI-6(3),Security and Privacy Function Verification | Report Verification Results,System and Informational Integrity,,,,fas fa-user-lock,SI-6(3).1,,The organization reports the results of security function verification to organization-defined personnel or roles.,TRUE
