"srch_num","srch_nme","srch_tag","srch_cat","srch_des","srch_str","srch_sts"
"IA4S-294","ITSI Search Performance Stats using Insights App for Splunk Data Model","itsi,performance",Search,"ITSI Search Performance Stats using Insights App for Splunk Data Model","| tstats fillnull_value=""null""
    P99(data.normalized_pct_cpu) As normalized_pct_cpu 
    P99(data.fd_used) As fd_used 
    P99(data.mem_used) As mem_used
    P99(data.t_count) As t_count
    P99(data.elapsed) As total_run_time 
    P99(data.search_props.delta_scan_count) As delta_scan_count
    P99(data.search_props.scan_count) As scan_count
    P99(data.page_faults) As page_faults
    P99(data.pct_cpu) As pct_cpu
    P99(data.pct_memory) As pct_memory
    P99(data.read_mb) As read_mb
    P99(data.written_mb) As written_mb 
    Latest(data.search_props.provenance) As provenance 
    Latest(data.status) As status
    Latest(data.search_props.search_head) As search_head
    Latest(data.workload_pool) As workload_pool
    Latest(data.workload_pool_cpu_shares) As workload_pool_cpu_shares
    Latest(data.workload_pool_mem_limit) As workload_pool_mem_limit
    Latest(data.workload_pool_type) As workload_pool_type
    Latest(data.search_props.label) As savedsearch_name
    Latest(data.pid) As pid
    Latest(data.ppid) As ppid
    Latest(data.search_props.role) As role
    Latest(_time) As _time
    Where index=_introspection sourcetype=splunk_resource_usage component=PerProcess data.process_type=search 
    data.search_props.mode IN (""historical"", ""historical batch"")
    data.fd_used>-1 data.mem_used>=-1 data.t_count>=-1 data.elapsed > 0
    host IN (*) data.search_props.app IN (*) data.search_props.user IN (*) data.search_props.type IN (""scheduled"") data.search_props.role IN (""*"")
    earliest=-1d@d latest=-0d@d 
    By host data.search_props.sid data.search_props.mode data.search_props.type data.search_props.app data.search_props.user 
| `drop_dm_object_name(data.search_props)` 
| `drop_dm_object_name(data)` 
| rename sid As search_id , type As search_type 
| `get_shcluster_label(search_head)` 
| `get_app_info(host,app)` 
| search app_type=""*Splunk IT Service Intelligence*"" 
| stats
    Max(*) as Max_* Min(*) as Min_* Avg(*) as Avg_* count as num_executions
    by shcluster_label app user savedsearch_name 
| foreach Min* Max* Avg* 
    [| eval <<FIELD>> = round(<<FIELD>>,2)] 
| `convert_runtime('Max_total_run_time')` 
| `convert_runtime('Min_total_run_time')` 
| `convert_runtime('Avg_total_run_time')` 
| `get_job_info(shcluster_label,app,savedsearch_name)` 
| table shcluster_label app user savedsearch_name description num_executions savedsearch_type realtime_schedule cron_schedule dispatch_earliest_time dispatch_latest_time Max_total_run_time 'Max_total_run_time' Min_total_run_time 'Min_total_run_time' Avg_total_run_time 'Avg_total_run_time' Min_mem_used Max_mem_used Avg_mem_used Min_normalized_pct_cpu Max_normalized_pct_cpu Avg_normalized_pct_cpu Min_scan_count Max_scan_count Avg_scan_count savedsearch_search",
"IA4S-295","Scheduled Jobs report using Insights App for Splunk",jobs,"Scheduled_Jobs","Scheduled Jobs report using Insights App for Splunk","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup
| `get_app_info(app)`
| `cron_descriptor(cron_schedule)`
| search disabled=0 is_scheduled=1
| convert ctime(updated)
| table shcluster_label app_type app savedsearch_name savedsearch_type description updated author sharing cron_schedule cron_schedule_described dispat* *_Reference actions summ* auto_summarize",
"IA4S-296","Duplicate Scheduled Searches - 1",duplicate,"Scheduled_Jobs","Finds duplicate searches based on clones search names","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| search disabled=""0"" is_scheduled=""1"" 
| stats values(shcluster_label) as shcluster_label values(app) as app values(savedsearch_search) as savedsearch_search count as num_duplicates dc(savedsearch_search) as unique_search values(author) as author by savedsearch_name 
| where num_duplicates > 1 
| table savedsearch_name shcluster_label app author unique_search num_duplicates savedsearch_search",
"IA4S-297","Duplicate Scheduled Searches - 2",duplicate,"Scheduled_Jobs","Gathers duplicate scheduled searches based on md5 of SPL","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| search disabled=""0"" is_scheduled=""1"" NOT author IN (""system"") NOT app IN (""splunk_instance_monitoring"") NOT savedsearch_search IN (""| noop"",""| makeresults"")
| fields savedsearch_search, savedsearch_name, author, cron_schedule, app, actions, shcluster_label
| rename savedsearch_name as searchName, savedsearch_search as searchSPL 
| eval searchSPLfiltered=searchSPL
| rex mode=sed field=searchSPLfiltered max_match=1 ""s/index.*//g""
| rex mode=sed field=searchSPLfiltered max_match=1 ""s/\|.+$//g""
| rex mode=sed field=searchSPLfiltered max_match=1 ""s/\|.+$//g""
| eval searchSPLmd5=md5(searchSPL), searchSPLfilteredmd5=md5(searchSPLfiltered)
| stats values(searchSPLmd5) as searchSPLmd5 count as searchSPLmd5_count, values(searchSPLfilteredmd5) as searchSPLfilteredmd5, values(shcluster_label) as shcluster_label, values(app) as app, values(author) as author, values(searchName) as searchName by searchSPL
| table app, author searchName, searchSPLmd5_count, searchSPLfilteredmd5_count, searchSPLmd5, searchSPLfilteredmd5, searchSPL
| where searchSPLmd5_count > 1
| sort - searchSPLmd5_count",
"IA4S-298","Remove a specific capability from a role using curl","automation,roles",RBAC,"Remove a specific capability from a role using curl","| inputlookup splunk_rest_authorization_roles_sh_kv_store_lookup where title=test_role 
| table title capabilities 
| eval capabilities = mvfilter((! match(capabilities,""schedule_rtsearch""))) 
| stats count by title capabilities 
| eval capabilities = ""capabilities="" . capabilities 
| stats values(capabilities) as capabilities by title 
| eval data = mvjoin(capabilities,""&""),
    uri = ""https://localhost:8089/services/authorization/roles/"" . title 
| curl method=POST urifield=uri datafield=data debug=true 
| table title curl_method curl_verifyssl curl_status ```curl_message```",0
"IA4S-299","Add a role to the list of inheritance using curl","automation,roles",RBAC,"Add a role to the list of inheritance using curl","| inputlookup splunk_rest_authorization_roles_sh_kv_store_lookup where title=test_role 
| table title imported_roles 
| eval data = ""imported_roles=user"",
    uri = ""https://localhost:8089/services/authorization/roles/"" . title 
| curl method=POST urifield=uri datafield=data debug=true 
| table title curl_method curl_verifyssl curl_status ```curl_message```",0
"IA4S-300","Insights App for Splunk Alert - Missing Indexes – Servers that are sending data to indexes that do not exist",alerts,Alerting,"Insights App for Splunk Alert - Missing Indexes – Servers that are sending data to indexes that do not exist","index=_internal sourcetype=splunkd component=Metrics group=per_index_thruput NOT series IN (_*, summary, main, cim_modactions) NOT host IN (idx-*, sh-*, idm-*, c0m1-*) 
| stats sum(kb) as kb_sent sum(ev) as events_sent count by host series 
| lookup splunk_rest_data_indexes_idx_kv_store_lookup title As series OUTPUT frozenTimePeriodInSecs currentDBSize title As defined 
| rename series As index_name 
| where isnull(defined) 
| fields host index_name kb_sent events_sent 
| join host 
    [| tstats count where index=lastchanceindex by host sourcetype source 
    | fields host sourcetype source] 
| table host index_name kb_sent events_sent sourcetype source",
"IA4S-301","Insights App for Splunk Alert - Long Running Searches Greater than 10 Minutes",alerts,Alerting,"Insights App for Splunk Alert - Long Running Searches Greater than 10 Minutes","`setup_summary_index_list` source=splunk_internal_scheduler_jobs_idx_summary_tracker 
| table _time Splunk_Instance app user savedsearch_name Scheduled_Time Dispatch_Time Priority Window_Time total_run_time result_count emp_* 
| `get_shcluster_label(Splunk_Instance)` 
| stats 
    Min(total_run_time) As MinRun_Time
    Max(total_run_time) As MaxRun_Time
    Avg(total_run_time) As AvgRun_Time
    Max(result_count) as Maxresult_count
    dc(_time) as Number_of_Executions
    Latest(_time) As _time
    latest(*) as *
    By shcluster_label app user savedsearch_name 
| eval MinRun_Time=round(MinRun_Time,2), MaxRun_Time=round(MaxRun_Time,2), AvgRun_Time=round(AvgRun_Time,2) , MaxRun_Time_Human=MaxRun_Time 
| eval Total_Run_Time = Number_of_Executions * MaxRun_Time , Total_Run_Time_Human=Total_Run_Time 
| `get_saved_searches_info(shcluster_label,app,savedsearch_name)` 
| `convert_runtime(MaxRun_Time_Human)` 
| `convert_runtime(Total_Run_Time_Human)` 
| `ustime_format(updated)` 
| sort 0 - MaxRun_Time 
| where MaxRun_Time > 600
| table _time shcluster_label app user emp_name email savedsearch_name updated cron_schedule dispatch_earliest_time dispatch_latest_time realtime_schedule schedule_priority schedule_window allow_skew MaxRun_Time_Human MaxRun_Time AvgRun_Time MinRun_Time Maxresult_count Number_of_Executions Total_Run_Time Total_Run_Time_Human savedsearch_search",
"IA4S-302","Insights App for Splunk Alert - KV Store Collections larger than 10MB",alerts,Alerting,"","| tstats 
    Latest(_time) As _time
    Max(data.size) as size
    Where index=_introspection component=KVStoreCollectionStats
    `setup_all_servers_search`
    data.size > 10485760
    By host data.ns 
| `drop_dm_object_name(data)` 
| rex field=ns ""(?<App>.*)\.(?<Collection>.*)"" 
| `get_shcluster_label(host)` 
| stats Max(size) As size Latest(_time) As _time By shcluster_label App Collection 
| eval sizeMB = ceiling(size / 1024 / 1024) , sizeGB = ceiling(sizeMB / 1024) 
| table _time shcluster_label App Collection size sizeMB sizeGB 
| sort 0 - sizeMB",
"IA4S-303","http event collector metrics",hec,"Resource_Usage","http event collector metrics","| tstats fillnull_value=undefined
    Values(data.format) As format
    Max(data.num_of_ack_requests) As num_of_ack_requests
    Max(data.num_of_auth_failures) As num_of_auth_failures
    Max(data.num_of_errors) As num_of_errors
    Max(data.num_of_events) As num_of_events
    Max(data.num_of_parser_errors) As num_of_parser_errors
    Max(data.num_of_requests) As num_of_requests
    Max(data.num_of_requests_acked) As num_of_requests_acked
    Max(data.num_of_requests_in_mint_format) As num_of_requests_in_mint_format
    Max(data.num_of_requests_to_disabled_token) As num_of_requests_to_disabled_token
    Max(data.num_of_requests_to_incorrect_url) As num_of_requests_to_incorrect_url
    Max(data.num_of_requests_waiting_ack) As num_of_requests_waiting_ack
    Values(data.series) As series
    Max(data.total_bytes_indexed) As total_bytes_indexed
    Max(data.total_bytes_received) As total_bytes_received
    Values(data.transport) As transport
    Where index=_introspection sourcetype = http_event_collector_metrics component = HttpEventCollector
    By data.token_name",
"IA4S-304","Data Model & Report Acceleration Size and Bucket Count","datamodel,report_acceleration","Data_Models","Data Model & Report Acceleration Size and Bucket Count","| tstats 
    Values(data.related_indexes) As related_indexes
    Max(data.related_indexes_count) As related_indexes_count
    Values(data.search_head_guid) As search_head_guid
    Max(data.total_bucket_count) As total_bucket_count
    Max(data.total_size) As total_size
    Where index=_introspection sourcetype=splunk_disk_objects component=Summaries 
    data.type IN (data_model_acceleration, report_acceleration)
    `setup_indexer_search`
    By data.type data.name 
| `drop_dm_object_name(data)` 
| lookup splunk_rest_assets_kv_store_lookup guid As search_head_guid OUTPUT serverName shcluster_label cluster_label idxcluster_label Splunk_Instance 
| table type name search_head_guid shcluster_label total_bucket_count total_size related_indexes_count related_indexes",
"IA4S-305","Report on index size by indexer over index","distribution,indexes",Indexes,"Report on index size by indexer over index","| tstats 
    Latest(data.total_size) as indexSize 
    Where index=_introspection sourcetype=splunk_disk_objects component=Indexes 
    data.total_size > 1000 
    `setup_indexer_search` 
    By host data.name 
| `drop_dm_object_name(data)` 
| eval indexSizeGB = round(indexSize / 1024, 1)
| chart latest(indexSizeGB) as indexSizeGB over name by host
| addtotals",
"IA4S-306","Retrieve Global user preference information on the search head","onprem,user-prefs","User_Interface","Retrieve Global user preference information on the search head","| rest /servicesNS/-/-/properties/user-prefs/general_default/default_earliest_time splunk_server=local",
"IA4S-307","Report on search duration using the Insights App for Splunk Data Model",duration,Search,"Report on search duration using the Insights App for Splunk Data Model","| tstats SummariesOnly=True Allow_Old_Summaries=False
    latest(""Search_Activity.Audit_Search.exec_time"") as exec_time
    latest(""Search_Activity.Audit_Search.search_et"") as search_et
    latest(""Search_Activity.Audit_Search.search_lt"") as search_lt
    latest(""Search_Activity.Audit_Search.search"") as search
    latest(""Search_Activity.Audit_Search.total_run_time1"") as total_run_time
    latest(""Search_Activity.Audit_Search.user1"") as user
    values(host) as host 
    From DataModel=IA4S
    Where nodename=Search_Activity.Audit_Search
    index=_audit
    Search_Activity.Audit_Search.info1 != granted
    Search_Activity.Audit_Search.search_type1 = ""adhoc""
    Search_Activity.Audit_Search.total_run_time1 > 0
    host = ""*""
    By _time Search_Activity.Audit_Search.search_id1 Search_Activity.Audit_Search.info1 
| `drop_dm_object_name(Search_Activity.Audit_Search)` 
| rename info1 AS info, search_id1 As search_id 
| `get_shcluster_label(host)` 
``` | search shcluster_label = ""*shc*"" ``` 
| `get_search_duration` 
| timechart count by et_range useother=f limit=0 span=1h",
"IA4S-308","Report on all SHC Jobs summarizing data into a summary index",summary,"Scheduled_Jobs","Report on all SHC Jobs summarizing data into a summary index","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| `cron_descriptor(cron_schedule)` 
| `get_identity_info(author)` 
| `strftime_format(updated)` 
| `normalize_earliest_time(dispatch_earliest_time)` 
| search shcluster_label=""*"" disabled=""0"" is_scheduled=""1"" 
| table shcluster_label app author emp_name emp_dep emp_lob2 emp_email updated sharing savedsearch_name savedsearch_type dispatch_earliest_time_normalized cron_schedule cron_schedule_described realtime_schedule summary_index summary_index_name savedsearch_search 
| rex field=savedsearch_search ""collect\s+index\s*=\s*(?<summary_index_name>\w+)"" 
| eval summary_index_name = if(summary_index==""1"" AND IsNull(summary_index_name), ""summary"", summary_index_name) 
| where isnotnull(summary_index_name)",
"IA4S-309","Report on all ITSI Jobs using the Insights App for Splunk Summary Index","alerts,diskusage,errors,itsi,longrunning",ITSI,"Report on all ITSI Jobs using the Insights App for Splunk Summary Index","`setup_summary_index_list` source=*summary_tracker source=splunk_rest_search_jobs_sh_summary_tracker shcluster_label=itsi 
| stats values(*_messages) as *_messages count as num_runs max(*_count) as *_count max(*Count) as *Count latest(*) as * by search_id_normalized shcluster_label provenance app user savedsearch_name status 
| stats sum(num_runs) as num_runs max(*_count) as *_count values(*_messages) as *_messages latest(*) as * by shcluster_label provenance app user savedsearch_name status 
| eval time_frame_sec = round(search_lt - search_et) 
| `convert_runtime('total_run_time')` 
| eval diskUsageMB = diskUsage / 1024 
| `get_saved_searches_info(shcluster_label, app, savedsearch_name)` 
| table search_id_normalized shcluster_label provenance app user emp_name emp_type savedsearch_name cron_schedule dispatch_earliest_time dispatch_latest_time status total_run_time 'total_run_time' diskUsageMB ttl keywords num_runs TotalBucketsCount TotalEliminatedBucketsCount available_count event_count resultPreviewCount result_count scan_count error_messages warn_messages is* search",
